date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:24:04	501814/501814	---MCZ	200	added ('OK')	text/css	etag:W/%226662716e-9b6ae%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/css/theme.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:04	80981/80981	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-13c55%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:04	69169/69169	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-10e31%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:04	84924/84924	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-14bbc%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:04	94755/94755	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-17223%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:04	91626/91626	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-165ea%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-03.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:05	35920/35920	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-8c50%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-03.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:05	170470/170470	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-2e154%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:06	337560/337560	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-57dd2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:06	268322/268322	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-4691c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-04.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-04.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:06	886384/886384	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-e043e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-03.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:07	281811/281811	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-4edca%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-05.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-05.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:08	1121513/1121513	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-128a55%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-06.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/instagram/instagram-06.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-01.html)
19:24:08	82049/82049	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-14081%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-04.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-04.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-02.html)
19:24:08	175507/175507	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-2ad93%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-05.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-05.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-02.html)
19:24:08	153172/153172	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-25654%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-06.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-06.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-02.html)
19:24:09	624/624	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-3c6%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/flag-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/flag-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-03.html)
19:24:09	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Nov%202024%2012:24:04%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/shop-page-04.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/shop-page-04.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-03.html)
19:24:09	50018/50018	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-c362%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-03.html)
19:24:10	60120/60120	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-ead8%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-white-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-white-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-03.html)
19:24:11	53822/53822	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-d23e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02-2.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-02-2.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-04.html)
19:24:12	79283/79283	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-135b3%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-08.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-08.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-04.html)
19:24:12	77089/77089	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-12d21%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-08.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-08.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-04.html)
19:24:12	36375/36375	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-8e17%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-09.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-09.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-04.html)
19:24:13	69587/69587	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-10fd3%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-09.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-09.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-04.html)
19:24:13	80492/80492	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-13a6c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-10.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-10.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:13	254787/254787	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-3e343%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-10.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-10.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:13	51312/51312	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-c870%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-11.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-11.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:13	131024/131024	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1ffd0%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-11.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-11.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:14	88694/88694	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-15a76%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-12.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-12.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:14	119293/119293	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1d1fd%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-12.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-12.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-05.html)
19:24:15	113633/113633	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1bbe1%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-15.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-15.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:16	91085/91085	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-163cd%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-15.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-15.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:16	260459/260459	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-3f96b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-16.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-16.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:17	168019/168019	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-29053%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-16.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-16.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:17	135947/135947	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-2130b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-17.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-17.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:17	307467/307467	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-4b10b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-17.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-17.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:17	41910/41910	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-a3b6%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-bg.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-bg.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:17	12883/12883	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-3253%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/background/bg-footer-01.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/background/bg-footer-01.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-07.html)
19:24:18	39571/39571	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-9a93%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-08.html)
19:24:19	19972/19972	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-51ee%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background-white-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background-white-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-08.html)
19:24:19	189/189	---MCZ	200	added ('OK')	text/css	etag:W/%226662716f-bd%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/tuesday-night/stylesheet.min.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/tuesday-night/stylesheet.min.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:19	636578/636578	---MCZ	200	added ('OK')	text/css	etag:W/%226662716e-9b6a2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-home-09.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-home-09.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:19	64556/64556	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-fc2c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-18.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-18.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:20	75072/75072	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-12540%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-18.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-18.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:20	99064/99064	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-182f8%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-19.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-19.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:20	156694/156694	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-26416%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-19.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-19.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:21	223198/223198	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-367de%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-20.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-20.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:21	189526/189526	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-2e456%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-20.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-20.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-09.html)
19:24:22	80569/80569	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-13ab9%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-22.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-22.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-10.html)
19:24:22	189559/189559	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-2e477%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-21.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-21.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-10.html)
19:24:22	94066/94066	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-16f72%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-24.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-24.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-10.html)
19:24:22	124430/124430	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1e60e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-25.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-25.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-10.html)
19:24:23	486/486	---MCZ	200	added ('OK')	text/css	etag:W/%226662716f-1e6%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/butler/stylesheet.min.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/butler/stylesheet.min.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:23	636581/636581	---MCZ	200	added ('OK')	text/css	etag:W/%226662716e-9b6a5%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-orange.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-orange.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:23	2963/2963	---M--	200	added ('OK')	image/png	etag:%226662716b-c86%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-black-02.png	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-black-02.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:23	2761/2761	---M--	200	added ('OK')	image/png	etag:%226662716b-ba8%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-white-02.png	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/logo-white-02.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:24	88057/88057	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-157f9%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-26.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-26.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:24	108700/108700	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1a89c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-27.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-27.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:24	92510/92510	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1695e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-28.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-28.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:24	2954/2954	---M--	200	added ('OK')	image/png	etag:%226662716b-ba3%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/other-image-07.png	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/other-image-07.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:25	61709/61709	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-f10d%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background-02.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/news-letter-background-02.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-11.html)
19:24:25	117493/117493	---M--	200	added ('OK')	image/jpeg	etag:%226662716d-1caf5%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-29.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-29.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-12.html)
19:24:25	121915/121915	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-1dc3b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-30.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-30.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-12.html)
19:24:25	142370/142370	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-22c22%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-31.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-31.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-12.html)
19:24:26	636580/636580	---MCZ	200	added ('OK')	text/css	etag:W/%226662716e-9b6a4%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-red.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-red.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-14.html)
19:24:26	64132/64132	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-fa84%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-37.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-37.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-15.html)
19:24:27	78843/78843	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-133fb%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-38.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-38.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-15.html)
19:24:27	44625/44625	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-ae51%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-03.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/video-03.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-15.html)
19:24:29	268805/268805	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-41a05%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/banner/banner-white-42.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/banner/banner-white-42.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-15.html)
19:24:29	636350/636350	---MCZ	200	added ('OK')	text/css	etag:W/%226662716e-9b5be%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-black.css	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-black.css	(from https://templates.g5plus.net/glowing-bootstrap-5/home-17.html)
19:24:29	101515/101515	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-18c8b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-42.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-42.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-17.html)
19:24:29	98735/98735	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-181af%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-43.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-43.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-17.html)
19:24:29	84637/84637	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-14a9d%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-44.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-44.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-17.html)
19:24:30	59979/59979	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-ea4b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/others/daily-skincare-bg.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/others/daily-skincare-bg.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-17.html)
