date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:33	219447/219447	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:13%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/faqs.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/faqs.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:34	206877/206877	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:13%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/find-a-store.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/find-a-store.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:34	201119/201119	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:19%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/404.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/404.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:36	236485/236485	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/blog.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/blog.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:36	290769/290769	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/banner.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/banner.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:37	322489/322489	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/call-to-action.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/call-to-action.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:37	218254/218254	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/hero.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/hero.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:38	1138465/1138465	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/products.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/products.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:39	627632/627632	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/products-slide.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/products-slide.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:40	894079/894079	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/product-tabs.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/product-tabs.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:40	234820/234820	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/news-letter.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/news-letter.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:40	244370/244370	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/features.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/features.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:41	241778/241778	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/instagram.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/instagram.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:41	237541/237541	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/info.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/info.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:42	215409/215409	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/video.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/video.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:42	240646/240646	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/team.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/team.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:43	261338/261338	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/testimonials.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/testimonials.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:43	217930/217930	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/header.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/header.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:43	216818/216818	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:14%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/blocks/footer.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/blocks/footer.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:44	196237/196237	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:15%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/components/accordion.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/docs/components/accordion.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:44	164494/164494	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:15%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/usage/getting-started.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/docs/usage/getting-started.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:44	158302/158302	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:15%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/docs/usage/changelog.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/docs/usage/changelog.html	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:45	30653/30653	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-77bd%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-39.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-39.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:45	13626/13626	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-353a%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-40.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-40.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:45	13010/13010	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-32d2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-40.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-40.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:45	7374/7374	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-1cce%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-41.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-41.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:45	10359/10359	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-2877%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-41.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/hero-slider/hero-slider-white-41.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:46	966/966	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-3c6%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/banner/banner-48.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/banner/banner-48.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:46	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-15d9d%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/laragon/www/template/Quan/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:46	207371/207371	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-32a0b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/bootstrap/js/bootstrap.bundle.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/bootstrap/js/bootstrap.bundle.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:47	10676/10676	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-29b4%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/clipboard/clipboard.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/clipboard/clipboard.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:47	22201/22201	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-56b9%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/vanilla-lazyload/lazyload.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/vanilla-lazyload/lazyload.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:47	8833/8833	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-2281%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/waypoints/jquery.waypoints.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/waypoints/jquery.waypoints.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:47	46992/46992	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-b790%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/lightgallery.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/lightgallery.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:47	16354/16354	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-3fe2%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/zoom/lg-zoom.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/zoom/lg-zoom.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:48	9225/9225	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-2409%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/thumbnail/lg-thumbnail.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/thumbnail/lg-thumbnail.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:48	8078/8078	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-1f8e%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/video/lg-video.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/video/lg-video.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:48	3083/3083	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-c0b%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/vimeoThumbnail/lg-vimeo-thumbnail.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/plugins/vimeoThumbnail/lg-vimeo-thumbnail.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:48	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-8a75%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/isotope/isotope.pkgd.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/isotope/isotope.pkgd.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:49	42865/42865	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-a771%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/slick/slick.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/slick/slick.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:49	70983/70983	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-11547%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/gsap.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/gsap.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:49	3890/3890	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-f32%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollToPlugin.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollToPlugin.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:49	39257/39257	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716f-9959%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollTrigger.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/gsap/ScrollTrigger.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:50	35585/35585	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-8b01%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/js/theme.min.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/js/theme.min.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:50	762722/762722	---MCZ	200	added ('OK')	application/javascript	etag:W/%226662716e-ba787%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/mapbox-gl/mapbox-gl.js	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/mapbox-gl/mapbox-gl.js	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:52	2011/2011	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-b17%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-03-75x100.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-03-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:52	2533/2533	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-d35%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-06-75x100.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-06-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:52	2296/2296	---M--	200	added ('OK')	image/jpeg	etag:%226662716b-c56%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-09-75x100.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/products/product-09-75x100.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:52	13329/13329	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-3411%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-05.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-05.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:52	27727/27727	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-6c4f%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-06.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-06.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:53	11874/11874	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-2e62%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-07.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-07.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:53	30268/30268	---M--	200	added ('OK')	image/jpeg	etag:%226662716c-763c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-08.jpg	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-gallery-08.jpg	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:53	5003/5003	---M--	200	added ('OK')	image/png	etag:%226662716c-1556%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-info-2.png	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/shop/product-info-2.png	(from https://templates.g5plus.net/glowing-bootstrap-5/home-16.html)
19:23:54	2332/2332	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-91c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.woff2?io9a6k	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
19:23:54	4756/4756	---M--	200	added ('OK')	application/x-font-ttf	etag:%226662716f-1294%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.ttf?io9a6k	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
19:23:55	4832/4832	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226662716f-12e0%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.woff?io9a6k	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.woff	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
19:23:55	12834/12834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226662716f-3222%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lg.svg?io9a6k	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/fonts/lgb687.svg	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
19:23:56	3783/3783	---M--	200	added ('OK')	image/gif	etag:%226662716f-1052%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/images/loading.gif	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/images/loading.gif	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/lightgallery/css/lightgallery-bundle.min.css)
19:23:57	105068/105068	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-19a6c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:23:58	181344/181344	---M--	200	added ('OK')	application/x-font-ttf	etag:%226662716f-2c460%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:23:59	330908/330908	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-50c9c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:00	391736/391736	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-5fa38%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:00	870948/870948	---M--	200	added ('OK')	application/x-font-ttf	etag:%226662716f-d4a24%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:00	4788/4788	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-12b4%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-v4compatibility.woff2	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-v4compatibility.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:01	10084/10084	---M--	200	added ('OK')	application/x-font-ttf	etag:%226662716f-2764%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-v4compatibility.ttf	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-v4compatibility.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:01	112440/112440	---M--	200	added ('OK')	font/woff2	etag:W/%221b738-OihLBhh3Hynajra+kA6ZQ5JT3OA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf	C:/laragon/www/template/Quan/cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/fonts/bootstrap-iconsd862.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/bootstrap-icons.css)
19:24:01	982412/982412	---M--	200	added ('OK')	application/x-font-ttf	etag:%226662716f-efd8c%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fontawesome/css/all.min.css)
19:24:01	150592/150592	---M--	200	added ('OK')	font/woff	etag:W/%2224c40-p35qLzNfP8tPKTB5SQfIjtfefKE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/fonts/bootstrap-icons.woff?8d200481aa7f02a2d63a331fc782cfaf	C:/laragon/www/template/Quan/cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/fonts/bootstrap-iconsd862.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.9.1/font/bootstrap-icons.css)
19:24:02	11504/11504	---M--	200	added ('OK')	application/font-woff2	etag:%226662716f-2cf0%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/aAntaraDistance.woff2	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/aAntaraDistance.woff2	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/stylesheet.min.css)
19:24:02	14068/14068	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226662716f-36f4%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/aAntaraDistance.woff	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/aAntaraDistance.woff	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/vendors/fonts/a-antara-distance/stylesheet.min.css)
19:24:03	27807/27807	---M--	200	added ('OK')	image/png	etag:%226662716d-6c9f%22	https://templates.g5plus.net/glowing-bootstrap-5/assets/images/background/bg-landing-home-02.png	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/assets/images/background/bg-landing-home-02.png	(from https://templates.g5plus.net/glowing-bootstrap-5/assets/css/theme-violet.css)
19:24:03	221793/221793	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2002:33:13%20GMT	https://templates.g5plus.net/glowing-bootstrap-5/landing-page.html	C:/laragon/www/template/Quan/templates.g5plus.net/glowing-bootstrap-5/landing-page.html	(from https://templates.g5plus.net/glowing-bootstrap-5/)
